MUNI_CD,MUNI_NM,MUNI_UF_SG,MUNI_DT_CRIACAO,MUNI_DT_EXTINCAO
1096,SANTA RITA DO TRIVELATO,MT,1/1/2001,
1097,ISAÍAS COELHO,PI,1/1/1980,
1098,SANTO ANTÔNIO DO LESTE,MT,1/1/2001,
1099,ITAINÓPOLIS,PI,1/1/1980,
1100,SERRA NOVA DOURADA,MT,1/1/2001,
1101,ITAUEIRA,PI,1/1/1980,
1102,VALE DE SÃO DOMINGOS,MT,1/1/2001,
1103,JAICÓS,PI,1/1/1980,
1104,PAU D'ARCO DO PIAUÍ,PI,1/1/2001,
1105,JERUMENHA,PI,1/1/1980,
1107,JOAQUIM PIRES,PI,1/1/1980,
1108,JUNDIÁ,RN,1/1/2001,
1109,JOSÉ DE FREITAS,PI,1/1/1980,
1110,BARROCAS,BA,1/1/2001,
1111,LANDRI SALES,PI,1/1/1980,
1112,LUÍS EDUARDO MAGALHÃES,BA,1/1/2001,
1113,LUÍS CORREIA,PI,1/1/1980,
1114,GOVERNADOR LINDENBERG,ES,1/1/2001,
1115,LUZILÂNDIA,PI,1/1/1980,
1116,MESQUITA,RJ,1/1/2001,
1117,MANOEL EMÍDIO,PI,1/1/1980,
1118,ACEGUÁ,RS,1/1/2001,
1119,MARCOS PARENTE,PI,1/1/1980,
1120,ALMIRANTE TAMANDARÉ DO SUL,RS,1/1/2001,
1121,MATIAS OLÍMPIO,PI,1/1/1980,
1122,ARROIO DO PADRE,RS,1/1/2001,
1123,MIGUEL ALVES,PI,1/1/1980,
1124,BOA VISTA DO CADEADO,RS,1/1/2001,
1125,MIGUEL LEÃO,PI,1/1/1980,
1126,BOA VISTA DO INCRA,RS,1/1/2001,
1127,MONSENHOR GIL,PI,1/1/1980,
1128,BOZANO,RS,1/1/2001,
1129,MONSENHOR HIPÓLITO,PI,1/1/1980,
1130,CANUDOS DO VALE,RS,1/1/2001,
1131,MONTE ALEGRE DO PIAUÍ,PI,1/1/1980,
1132,CAPÃO BONITO DO SUL,RS,1/1/2001,
1133,NAZARÉ DO PIAUÍ,PI,1/1/1980,
1134,CAPÃO DO CIPÓ,RS,1/1/2001,
1135,NOSSA SENHORA DOS REMÉDIOS,PI,1/1/1980,
1136,COQUEIRO BAIXO,RS,1/1/2001,
1137,NOVO ORIENTE DO PIAUÍ,PI,1/1/1980,
1138,CORONEL PILAR,RS,1/1/2001,
1139,OEIRAS,PI,1/1/1980,
1140,CRUZALTENSE,RS,1/1/2001,
1141,DOMINGOS MOURÃO,PI,1/1/1980,
1142,FORQUETINHA,RS,1/1/2001,
1143,PADRE MARCOS,PI,1/1/1980,
1144,ITATI,RS,1/1/2001,
1145,PAES LANDIM,PI,1/1/1980,
1146,JACUIZINHO,RS,1/1/2001,
1147,PALMEIRA DO PIAUÍ,PI,1/1/1980,
1148,LAGOA BONITA DO SUL,RS,1/1/2001,
1149,PALMEIRAIS,PI,1/1/1980,
1150,MATO QUEIMADO,RS,1/1/2001,
1151,PARNAGUÁ,PI,1/1/1980,
1152,NOVO XINGU,RS,1/1/2001,
1153,PARNAÍBA,PI,1/1/1980,
1154,PAULO BENTO,RS,1/1/2001,
1155,PAULISTANA,PI,1/1/1980,
1156,PEDRAS ALTAS,RS,1/1/2001,
1157,PEDRO II,PI,1/1/1980,
1158,PINHAL DA SERRA,RS,1/1/2001,
1159,PICOS,PI,1/1/1980,
1160,PINTO BANDEIRA,RS,16/4/1996,
1161,PIMENTEIRAS,PI,1/1/1980,
1162,QUATRO IRMÃOS,RS,1/1/2001,
1163,PIO IX,PI,1/1/1980,
1164,ROLADOR,RS,1/1/2001,
1165,PIRACURUCA,PI,1/1/1980,
1166,SANTA CECÍLIA DO SUL,RS,1/1/2001,
1167,PIRIPIRI,PI,1/1/1980,
1168,SANTA MARGARIDA DO SUL,RS,1/1/2001,
1169,PORTO,PI,1/1/1980,
1170,SÃO JOSÉ DO SUL,RS,1/1/2001,
1171,PRATA DO PIAUÍ,PI,1/1/1980,
1172,SÃO PEDRO DAS MISSÕES,RS,1/1/2001,
1173,REDENÇÃO DO GURGUÉIA,PI,1/1/1980,
1174,TIO HUGO,RS,1/1/2001,
1175,REGENERAÇÃO,PI,1/1/1980,
1176,WESTFALIA,RS,1/1/2001,
1177,RIBEIRO GONÇALVES,PI,1/1/1980,
1178,FIGUEIRÃO,MS,29/9/2003,
1179,RIO GRANDE DO PIAUÍ,PI,1/1/1980,
1180,NAZÁRIA,PI,1/1/2009,
1181,SANTA CRUZ DO PIAUÍ,PI,1/1/1980,
1182,Boa Esperança do Norte,MT,1/1/2025,
1183,SANTA FILOMENA,PI,1/1/1980,
1184,IPIRANGA DO NORTE,MT,29/3/2000,
1185,SANTA LUZ,PI,1/1/1980,
1186,ITANHANGÁ,MT,29/3/2000,
1187,SANTO ANTÔNIO DE LISBOA,PI,1/1/1980,
1188,AROEIRAS DO ITAIM,PI,27/10/1999,
1189,SANTO INÁCIO DO PIAUÍ,PI,1/1/1980,
1190,MOJUÍ DOS CAMPOS,PA,28/12/1999,
1191,SÃO FÉLIX DO PIAUÍ,PI,1/1/1980,
1192,BALNEÁRIO RINCÃO,SC,3/10/2003,
1193,SÃO FRANCISCO DO PIAUÍ,PI,1/1/1980,
1194,PESCARIA BRAVA,SC,25/10/2003,
1195,SÃO GONÇALO DO PIAUÍ,PI,1/1/1980,
1196,PARAÍSO DAS ÁGUAS,MS,30/9/2003,
1197,SÃO JOÃO DA SERRA,PI,1/1/1980,
1199,SÃO JOÃO DO PIAUÍ,PI,1/1/1980,
1201,SÃO JOSÉ DO PEIXE,PI,1/1/1980,
1203,SÃO JOSÉ DO PIAUÍ,PI,1/1/1980,
1205,SÃO JULIÃO,PI,1/1/1980,
1207,SÃO MIGUEL DO TAPUIO,PI,1/1/1980,
1209,SÃO PEDRO DO PIAUÍ,PI,1/1/1980,
1211,SÃO RAIMUNDO NONATO,PI,1/1/1980,
1213,SIMÕES,PI,1/1/1980,
1215,SIMPLÍCIO MENDES,PI,1/1/1980,
1217,SOCORRO DO PIAUÍ,PI,1/1/1980,
1219,TERESINA,PI,1/1/1980,
1221,UNIÃO,PI,1/1/1980,
1223,URUÇUÍ,PI,1/1/1980,
1225,VALENÇA DO PIAUÍ,PI,1/1/1980,
1227,VÁRZEA GRANDE,PI,1/1/1980,
1229,DIRCEU ARCOVERDE,PI,1/2/1983,
1231,ACARAPE,CE,1/1/1989,
1233,BANABUIÚ,CE,1/1/1989,
1235,BARREIRA,CE,1/1/1989,
1237,BARROQUINHA,CE,1/1/1989,
1239,CHOROZINHO,CE,1/1/1989,
1241,CROATÁ,CE,1/1/1989,
1243,DEPUTADO IRAPUAN PINHEIRO,CE,1/1/1989,
1245,ERERÊ,CE,1/1/1989,
1247,EUSÉBIO,CE,1/1/1989,
1249,GRAÇA,CE,1/1/1989,
1251,GUAIÚBA,CE,1/1/1989,
1253,HORIZONTE,CE,1/1/1989,
1255,IBARETAMA,CE,1/1/1989,
1257,IBICUITINGA,CE,1/1/1989,
1259,IPAPORANGA,CE,1/1/1989,
1261,MADALENA,CE,1/1/1989,
1263,MIRAÍMA,CE,1/1/1989,
1265,OCARA,CE,1/1/1989,
1267,PINDORETAMA,CE,1/1/1989,
1269,PIRES FERREIRA,CE,1/1/1989,
1271,POTIRETAMA,CE,1/1/1989,
1273,SALITRE,CE,1/1/1989,
1275,TARRAFAS,CE,1/1/1989,
1277,TEJUÇUOCA,CE,1/1/1989,
1279,TURURU,CE,1/1/1989,
1281,ARAME,MA,1/1/1989,
1283,MIRANDA DO NORTE,MA,1/1/1989,
1285,SANTA LUZIA DO PARUÁ,MA,1/1/1989,
1287,ZÉ DOCA,MA,1/1/1989,
1289,DOM INOCÊNCIO,PI,1/1/1989,
1291,SÃO JOÃO DA CANABRAVA,PI,1/1/1989,
1293,PASSAGEM FRANCA DO PIAUÍ,PI,4/1/1993,
1295,SANTA CRUZ DOS MILAGRES,PI,4/1/1993,
1297,BURITI DOS MONTES,PI,4/1/1993,
1299,CABECEIRAS DO PIAUÍ,PI,4/1/1993,
1301,ABAIARA,CE,1/1/1980,
1303,ACARAÚ,CE,1/1/1980,
1305,ACOPIARA,CE,1/1/1980,
1307,AIUABA,CE,1/1/1980,
1309,ALCÂNTARAS,CE,1/1/1980,
1311,ALTANEIRA,CE,1/1/1980,
1313,ALTO SANTO,CE,1/1/1980,
1315,ANTONINA DO NORTE,CE,1/1/1980,
1317,APUIARÉS,CE,1/1/1980,
1319,AQUIRAZ,CE,1/1/1980,
1321,ARACATI,CE,1/1/1980,
1323,ARACOIABA,CE,1/1/1980,
1325,ARARIPE,CE,1/1/1980,
1327,ARATUBA,CE,1/1/1980,
1329,ARNEIROZ,CE,1/1/1980,
1331,ASSARÉ,CE,1/1/1980,
1333,AURORA,CE,1/1/1980,
1335,BAIXIO,CE,1/1/1980,
1337,BARBALHA,CE,1/1/1980,
1339,BARRO,CE,1/1/1980,
1341,BATURITÉ,CE,1/1/1980,
1343,BEBERIBE,CE,1/1/1980,
1345,BELA CRUZ,CE,1/1/1980,
1347,BOA VIAGEM,CE,1/1/1980,
1349,BREJO SANTO,CE,1/1/1980,
1351,CAMOCIM,CE,1/1/1980,
1353,CAMPOS SALES,CE,1/1/1980,
1355,CANINDÉ,CE,1/1/1980,
1357,CAPISTRANO,CE,1/1/1980,
1359,CARIDADE,CE,1/1/1980,
1361,CARIRÉ,CE,1/1/1980,
1363,CARIRIAÇU,CE,1/1/1980,
1365,CARIÚS,CE,1/1/1980,
1367,CARNAUBAL,CE,1/1/1980,
1369,CASCAVEL,CE,1/1/1980,
1371,CATARINA,CE,1/1/1980,
1373,CAUCAIA,CE,1/1/1980,
1375,CEDRO,CE,1/1/1980,
1377,CHAVAL,CE,1/1/1980,
1379,SIGEFREDO PACHECO,PI,4/1/1993,
1381,COREAÚ,CE,1/1/1980,
1383,CRATEÚS,CE,1/1/1980,
1385,CRATO,CE,1/1/1980,
1387,FARIAS BRITO,CE,1/1/1980,
1389,FORTALEZA,CE,1/1/1980,
1391,FRECHEIRINHA,CE,1/1/1980,
1393,GENERAL SAMPAIO,CE,1/1/1980,
1395,GRANJA,CE,1/1/1980,
1397,GRANJEIRO,CE,1/1/1980,
1399,GROAÍRAS,CE,1/1/1980,
1401,GUARACIABA DO NORTE,CE,1/1/1980,
1403,GUARAMIRANGA,CE,1/1/1980,
1405,HIDROLÂNDIA,CE,1/1/1980,
1407,IBIAPINA,CE,1/1/1980,
1409,ICÓ,CE,1/1/1980,
1411,IGUATU,CE,1/1/1980,
1413,INDEPENDÊNCIA,CE,1/1/1980,
1415,IPAUMIRIM,CE,1/1/1980,
1417,IPU,CE,1/1/1980,
1419,IPUEIRAS,CE,1/1/1980,
1421,IRACEMA,CE,1/1/1980,
1423,IRAUÇUBA,CE,1/1/1980,
1425,ITAIÇABA,CE,1/1/1980,
1427,ITAPAJÉ,CE,1/1/1980,
1429,ITAPIPOCA,CE,1/1/1980,
1431,ITAPIÚNA,CE,1/1/1980,
1433,ITATIRA,CE,1/1/1980,
1435,JAGUARETAMA,CE,1/1/1980,
1437,JAGUARIBARA,CE,1/1/1980,
1439,JAGUARIBE,CE,1/1/1980,
1441,JAGUARUANA,CE,1/1/1980,
1443,JARDIM,CE,1/1/1980,
1445,JATI,CE,1/1/1980,
1447,JUAZEIRO DO NORTE,CE,1/1/1980,
1449,JUCÁS,CE,1/1/1980,
1451,LAVRAS DA MANGABEIRA,CE,1/1/1980,
1453,LIMOEIRO DO NORTE,CE,1/1/1980,
1455,MARANGUAPE,CE,1/1/1980,
1457,MARCO,CE,1/1/1980,
1459,MARTINÓPOLE,CE,1/1/1980,
1461,MASSAPÊ,CE,1/1/1980,
1463,MAURITI,CE,1/1/1980,
1465,MERUOCA,CE,1/1/1980,
1467,MILAGRES,CE,1/1/1980,
1469,MISSÃO VELHA,CE,1/1/1980,
1471,MOMBAÇA,CE,1/1/1980,
1473,MONSENHOR TABOSA,CE,1/1/1980,
1475,MORADA NOVA,CE,1/1/1980,
1477,MORAÚJO,CE,1/1/1980,
1479,MORRINHOS,CE,1/1/1980,
1481,MUCAMBO,CE,1/1/1980,
1483,MULUNGU,CE,1/1/1980,
1485,NOVA OLINDA,CE,1/1/1980,
1487,NOVA RUSSAS,CE,1/1/1980,
1489,NOVO ORIENTE,CE,1/1/1980,
1491,ORÓS,CE,1/1/1980,
1493,PACAJUS,CE,1/1/1980,
1495,PACATUBA,CE,1/1/1980,
1497,PACOTI,CE,1/1/1980,
1499,PACUJÁ,CE,1/1/1980,
1501,PALHANO,CE,1/1/1980,
1503,PALMÁCIA,CE,1/1/1980,
1505,PARACURU,CE,1/1/1980,
1507,PARAMBU,CE,1/1/1980,
1509,PARAMOTI,CE,1/1/1980,
1511,PEDRA BRANCA,CE,1/1/1980,
1513,PENAFORTE,CE,1/1/1980,
1515,PENTECOSTE,CE,1/1/1980,
1517,PEREIRO,CE,1/1/1980,
1519,PIQUET CARNEIRO,CE,1/1/1980,
1521,PORANGA,CE,1/1/1980,
1523,PORTEIRAS,CE,1/1/1980,
1525,POTENGI,CE,1/1/1980,
1527,QUIXADÁ,CE,1/1/1980,
1529,QUIXERAMOBIM,CE,1/1/1980,
1531,QUIXERÉ,CE,1/1/1980,
1533,REDENÇÃO,CE,1/1/1980,
1535,RERIUTABA,CE,1/1/1980,
1537,RUSSAS,CE,1/1/1980,
1539,SABOEIRO,CE,1/1/1980,
1541,SANTANA DO ACARAÚ,CE,1/1/1980,
1543,SANTANA DO CARIRI,CE,1/1/1980,
1545,SANTA QUITÉRIA,CE,1/1/1980,
1547,SÃO BENEDITO,CE,1/1/1980,
1549,SÃO GONÇALO DO AMARANTE,CE,1/1/1980,
1551,SÃO JOÃO DO JAGUARIBE,CE,1/1/1980,
1553,SÃO LUÍS DO CURU,CE,1/1/1980,
1555,SENADOR POMPEU,CE,1/1/1980,
1557,SENADOR SÁ,CE,1/1/1980,
1559,SOBRAL,CE,1/1/1980,
1561,SOLONÓPOLE,CE,1/1/1980,
1563,TABULEIRO DO NORTE,CE,1/1/1980,
1565,TAMBORIL,CE,1/1/1980,
1567,TAUÁ,CE,1/1/1980,
1569,TIANGUÁ,CE,1/1/1980,
1571,TRAIRI,CE,1/1/1980,
1573,UBAJARA,CE,1/1/1980,
1575,UMARI,CE,1/1/1980,
1577,URUBURETAMA,CE,1/1/1980,
1579,URUOCA,CE,1/1/1980,
1581,VÁRZEA ALEGRE,CE,1/1/1980,
1583,VIÇOSA DO CEARÁ,CE,1/1/1980,
1585,MARACANAÚ,CE,5/1/1985,
1587,AMONTADA,CE,1/1/1986,
1589,CRUZ,CE,1/1/1986,
1591,FORQUILHA,CE,1/1/1986,
1593,ICAPUÍ,CE,1/1/1986,
1595,ITAREMA,CE,1/1/1986,
1597,MILHÃ,CE,1/1/1986,
1599,PARAIPABA,CE,1/1/1986,
1601,ACARI,RN,1/1/1980,
1603,ASSU,RN,1/1/1980,
1605,AFONSO BEZERRA,RN,1/1/1980,
1607,ÁGUA NOVA,RN,1/1/1980,
1609,ALEXANDRIA,RN,1/1/1980,
1611,ALMINO AFONSO,RN,1/1/1980,
1613,ALTO DO RODRIGUES,RN,1/1/1980,
1615,ANGICOS,RN,1/1/1980,
1617,ANTÔNIO MARTINS,RN,1/1/1980,
1619,APODI,RN,1/1/1980,
1621,AREIA BRANCA,RN,1/1/1980,
1623,ARÊS,RN,1/1/1980,
1625,CAMPO GRANDE,RN,4/1/1993,
1627,BAÍA FORMOSA,RN,1/1/1980,
1629,BARCELONA,RN,1/1/1980,
1631,BENTO FERNANDES,RN,1/1/1980,
1633,BOM JESUS,RN,1/1/1980,
1635,BREJINHO,RN,1/1/1980,
1637,CAIÇARA DO RIO DO VENTO,RN,1/1/1980,
1639,CAICÓ,RN,1/1/1980,
1641,CAMPO REDONDO,RN,1/1/1980,
1643,CANGUARETAMA,RN,1/1/1980,
1645,CARAÚBAS,RN,1/1/1980,
1647,CARNAÚBA DOS DANTAS,RN,1/1/1980,
1649,CARNAUBAIS,RN,1/1/1980,
1651,CEARÁ-MIRIM,RN,1/1/1980,
1653,CERRO CORÁ,RN,4/1/1993,
1655,CORONEL EZEQUIEL,RN,1/1/1980,
1657,CORONEL JOÃO PESSOA,RN,1/1/1980,
1659,CRUZETA,RN,1/1/1980,
1661,CURRAIS NOVOS,RN,1/1/1980,
1663,DOUTOR SEVERIANO,RN,1/1/1980,
1665,ENCANTO,RN,1/1/1980,
1667,EQUADOR,RN,1/1/1980,
1669,ESPÍRITO SANTO,RN,1/1/1980,
1671,EXTREMOZ,RN,1/1/1980,
1673,FELIPE GUERRA,RN,1/1/1980,
1675,FLORÂNIA,RN,1/1/1980,
1677,FRANCISCO DANTAS,RN,1/1/1980,
1679,GALINHOS,RN,1/1/1980,
1681,GOIANINHA,RN,1/1/1980,
1683,GOVERNADOR DIX-SEPT ROSADO,RN,1/1/1980,
1685,GROSSOS,RN,1/1/1980,
1687,GUAMARÉ,RN,1/1/1980,
1689,IELMO MARINHO,RN,1/1/1980,
1691,IPANGUAÇU,RN,1/1/1980,
1693,IPUEIRA,RN,1/1/1980,
1695,ITAÚ,RN,1/1/1980,
1697,JAÇANÃ,RN,1/1/1980,
1699,JANDAÍRA,RN,1/1/1980,
1701,JANDUÍS,RN,1/1/1980,
1703,BOA SAÚDE,RN,4/1/1993,
1705,JAPI,RN,1/1/1980,
1707,JARDIM DE ANGICOS,RN,1/1/1980,
1709,JARDIM DE PIRANHAS,RN,1/1/1980,
1711,JARDIM DO SERIDÓ,RN,1/1/1980,
1713,JOÃO CÂMARA,RN,1/1/1980,
1715,JOÃO DIAS,RN,1/1/1980,
1717,JOSÉ DA PENHA,RN,1/1/1980,
1719,JUCURUTU,RN,1/1/1980,
1721,MESSIAS TARGINO,RN,1/1/1980,
1723,Lagoa d'Anta,RN,1/1/1980,
1725,LAGOA DE PEDRAS,RN,1/1/1980,
1727,LAGOA DE VELHOS,RN,1/1/1980,
1729,LAGOA NOVA,RN,1/1/1980,
1731,LAGOA SALGADA,RN,1/1/1980,
1733,LAJES,RN,1/1/1980,
1735,LAJES PINTADAS,RN,1/1/1980,
1737,LUCRÉCIA,RN,1/1/1980,
1739,LUÍS GOMES,RN,1/1/1980,
1741,MACAÍBA,RN,1/1/1980,
1743,MACAU,RN,1/1/1980,
1745,MARCELINO VIEIRA,RN,1/1/1980,
1747,MARTINS,RN,1/1/1980,
1749,MAXARANGUAPE,RN,1/1/1980,
1751,FRUTUOSO GOMES,RN,1/1/1980,
1753,MONTANHAS,RN,1/1/1980,
1755,MONTE ALEGRE,RN,1/1/1980,
1757,MONTE DAS GAMELEIRAS,RN,1/1/1980,
1759,MOSSORÓ,RN,1/1/1980,
1761,NATAL,RN,1/1/1980,
1763,NÍSIA FLORESTA,RN,1/1/1980,
1765,NOVA CRUZ,RN,1/1/1980,
1767,OLHO D'AGUA DO BORGES,RN,4/1/1993,
1769,OURO BRANCO,RN,1/1/1980,
1771,PARANÁ,RN,1/1/1980,
1773,PARAÚ,RN,1/1/1980,
1775,PARAZINHO,RN,1/1/1980,
1777,PARELHAS,RN,1/1/1980,
1779,PARNAMIRIM,RN,1/1/1980,
1781,PASSA E FICA,RN,1/1/1980,
1783,PASSAGEM,RN,1/1/1980,
1785,PATU,RN,1/1/1980,
1787,PAU DOS FERROS,RN,1/1/1980,
1789,PEDRA GRANDE,RN,1/1/1980,
1791,PEDRA PRETA,RN,1/1/1980,
1793,PEDRO AVELINO,RN,1/1/1980,
1795,PEDRO VELHO,RN,1/1/1980,
1797,PENDÊNCIAS,RN,1/1/1980,
1799,PILÕES,RN,1/1/1980,
1801,POÇO BRANCO,RN,1/1/1980,
1803,PORTALEGRE,RN,1/1/1980,
1805,SERRA CAIADA,RN,4/1/1993,
1807,PUREZA,RN,1/1/1980,
1809,RAFAEL FERNANDES,RN,1/1/1980,
1811,RIACHO DA CRUZ,RN,1/1/1980,
1813,RIACHO DE SANTANA,RN,1/1/1980,
1815,RIACHUELO,RN,1/1/1980,
1817,RODOLFO FERNANDES,RN,1/1/1980,
1819,RUY BARBOSA,RN,1/1/1980,
1821,SÃO FRANCISCO DO OESTE,RN,1/1/1980,
1823,SANTA CRUZ,RN,1/1/1980,
1825,SANTANA DO SERIDÓ,RN,1/1/1980,
1827,SANTANA DO MATOS,RN,1/1/1980,
1829,SANTO ANTÔNIO,RN,1/1/1980,
1831,SÃO BENTO DO NORTE,RN,1/1/1980,
1833,SÃO BENTO DO TRAIRÍ,RN,1/1/1980,
1835,SÃO FERNANDO,RN,1/1/1980,
1837,SÃO GONÇALO DO AMARANTE,RN,1/1/1980,
1839,SÃO JOÃO DO SABUGI,RN,1/1/1980,
1841,SÃO JOSÉ DE MIPIBU,RN,1/1/1980,
1843,SÃO JOSÉ DO CAMPESTRE,RN,1/1/1980,
1845,SÃO JOSÉ DO SERIDÓ,RN,1/1/1980,
1847,SÃO MIGUEL,RN,1/1/1980,
1849,SÃO PAULO DO POTENGI,RN,1/1/1980,
1851,SÃO PEDRO,RN,1/1/1980,
1853,SÃO RAFAEL,RN,1/1/1980,
1855,SÃO TOMÉ,RN,1/1/1980,
1857,SÃO VICENTE,RN,1/1/1980,
1859,SENADOR ELÓI DE SOUZA,RN,1/1/1980,
1861,SENADOR GEORGINO AVELINO,RN,1/1/1980,
1863,SERRA DE SÃO BENTO,RN,1/1/1980,
1865,SERRA NEGRA DO NORTE,RN,1/1/1980,
1867,SERRINHA,RN,1/1/1980,
1869,SEVERIANO MELO,RN,1/1/1980,
1871,SÍTIO NOVO,RN,1/1/1980,
1873,TABOLEIRO GRANDE,RN,1/1/1980,
1875,TAIPU,RN,1/1/1980,
1877,TANGARÁ,RN,1/1/1980,
1879,TENENTE ANANIAS,RN,1/1/1980,
1881,TIBAU DO SUL,RN,1/1/1980,
1883,TIMBAÚBA DOS BATISTAS,RN,1/1/1980,
1885,TOUROS,RN,1/1/1980,
1887,UMARIZAL,RN,1/1/1980,
1889,UPANEMA,RN,1/1/1980,
1891,VÁRZEA,RN,1/1/1980,
1893,RAFAEL GODEIRO,RN,1/1/1980,
1895,VERA CRUZ,RN,1/1/1980,
1897,VIÇOSA,RN,1/1/1980,
1899,VILA FLOR,RN,1/1/1980,
1901,ÁGUA BRANCA,PB,1/1/1980,
1903,AGUIAR,PB,1/1/1980,
1905,ALAGOA GRANDE,PB,1/1/1980,
1907,ALAGOA NOVA,PB,1/1/1980,
1909,ALAGOINHA,PB,1/1/1980,
1911,ALHANDRA,PB,1/1/1980,
1913,SÃO JOÃO DO RIO DO PEIXE,PB,1/1/1980,
1915,ARAÇAGI,PB,1/1/1980,
1917,ARARA,PB,1/1/1980,
1919,ARARUNA,PB,1/1/1980,
1921,AREIA,PB,1/1/1980,
1923,AREIAL,PB,1/1/1980,
1925,AROEIRAS,PB,1/1/1980,
1927,SERRA DO MEL,RN,1/6/1989,
1929,BAÍA DA TRAIÇÃO,PB,1/1/1980,
1931,BANANEIRAS,PB,1/1/1980,
1933,BARRA DE SANTA ROSA,PB,1/1/1980,
1935,BARRA DE SÃO MIGUEL,PB,1/1/1980,
1937,BAYEUX,PB,1/1/1980,
1939,BELÉM,PB,1/1/1980,
1941,BELÉM DO BREJO DO CRUZ,PB,1/1/1980,
1943,BOA VENTURA,PB,1/1/1980,
1945,BOM JESUS,PB,1/1/1980,
1947,BOM SUCESSO,PB,1/1/1980,
1949,BONITO DE SANTA FÉ,PB,1/1/1980,
1951,BOQUEIRÃO,PB,1/1/1980,
1953,IGARACY,PB,1/1/1980,
1955,BORBOREMA,PB,1/1/1980,
1957,BREJO DO CRUZ,PB,1/1/1980,
1959,BREJO DOS SANTOS,PB,1/1/1980,
1961,CAAPORÃ,PB,1/1/1980,
1963,CABACEIRAS,PB,1/1/1980,
1965,CABEDELO,PB,1/1/1980,
1967,CACHOEIRA DOS ÍNDIOS,PB,1/1/1980,
1969,CACIMBA DE AREIA,PB,1/1/1980,
1971,CACIMBA DE DENTRO,PB,1/1/1980,
1973,CAIÇARA,PB,1/1/1980,
1975,CAJAZEIRAS,PB,1/1/1980,
1977,CALDAS BRANDÃO,PB,1/1/1980,
1979,CAMALAÚ,PB,1/1/1980,
1981,CAMPINA GRANDE,PB,1/1/1980,
1983,CARRAPATEIRA,PB,1/1/1980,
1985,CATINGUEIRA,PB,1/1/1980,
1987,CATOLÉ DO ROCHA,PB,1/1/1980,
1989,CONCEIÇÃO,PB,1/1/1980,
1991,CONDADO,PB,1/1/1980,
1993,CONDE,PB,1/1/1980,
1995,CONGO,PB,1/1/1980,
1997,COREMAS,PB,1/1/1980,
1999,CRUZ DO ESPÍRITO SANTO,PB,1/1/1980,
2001,CUBATI,PB,1/1/1980,
2003,CUITÉ,PB,1/1/1980,
2005,CUITEGI,PB,1/1/1980,
2007,CURRAL VELHO,PB,1/1/1980,
2009,DESTERRO,PB,1/1/1980,
2011,VISTA SERRANA,PB,1/1/1980,
2013,DIAMANTE,PB,1/1/1980,
2015,DONA INÊS,PB,1/1/1980,
2017,DUAS ESTRADAS,PB,1/1/1980,
2019,EMAS,PB,1/1/1980,
2021,ESPERANÇA,PB,1/1/1980,
2023,FAGUNDES,PB,1/1/1980,
2025,FREI MARTINHO,PB,1/1/1980,
2027,GUARABIRA,PB,1/1/1980,
2029,GURINHÉM,PB,1/1/1980,
2031,GURJÃO,PB,1/1/1980,
2033,IBIARA,PB,1/1/1980,
2035,IMACULADA,PB,1/1/1980,
2037,INGÁ,PB,1/1/1980,
2039,ITABAIANA,PB,1/1/1980,
2041,ITAPORANGA,PB,1/1/1980,
2043,ITAPOROROCA,PB,1/1/1980,
2045,ITATUBA,PB,1/1/1980,
2047,JACARAÚ,PB,1/1/1980,
2049,JERICÓ,PB,1/1/1980,
2051,JOÃO PESSOA,PB,1/1/1980,
2053,JUAREZ TÁVORA,PB,1/1/1980,
2055,JUAZEIRINHO,PB,1/1/1980,
2057,JUNCO DO SERIDÓ,PB,1/1/1980,
2059,JURIPIRANGA,PB,1/1/1980,
2061,JURU,PB,1/1/1980,
2063,LAGOA,PB,1/1/1980,
2065,LAGOA DE DENTRO,PB,1/1/1980,
2067,LAGOA SECA,PB,1/1/1980,
2069,LASTRO,PB,1/1/1980,
2071,LIVRAMENTO,PB,1/1/1980,
2073,LUCENA,PB,1/1/1980,
2075,MÃE D'ÁGUA,PB,1/1/1980,
2077,MALTA,PB,1/1/1980,
2079,MAMANGUAPE,PB,1/1/1980,
2081,MANAÍRA,PB,1/1/1980,
2083,MARI,PB,1/1/1980,
2085,MASSARANDUBA,PB,1/1/1980,
2087,MATARACA,PB,1/1/1980,
2089,MOGEIRO,PB,1/1/1980,
2091,MONTADAS,PB,1/1/1980,
2093,MONTE HOREBE,PB,1/1/1980,
2095,MONTEIRO,PB,1/1/1980,
2097,MULUNGU,PB,1/1/1980,
2099,NATUBA,PB,1/1/1980,
2101,NAZAREZINHO,PB,1/1/1980,
2103,NOVA FLORESTA,PB,1/1/1980,
2105,NOVA OLINDA,PB,1/1/1980,
2107,NOVA PALMEIRA,PB,1/1/1980,
2109,OLHO D'ÁGUA,PB,1/1/1980,
2111,OLIVEDOS,PB,1/1/1980,
2113,OURO VELHO,PB,1/1/1980,
2115,PASSAGEM,PB,1/1/1980,
2117,PATOS,PB,1/1/1980,
2119,PAULISTA,PB,1/1/1980,
2121,PEDRA BRANCA,PB,1/1/1980,
2123,PEDRA LAVRADA,PB,1/1/1980,
2125,PEDRAS DE FOGO,PB,1/1/1980,
2127,PIANCÓ,PB,1/1/1980,
2129,PICUÍ,PB,1/1/1980,
2131,PILAR,PB,1/1/1980,
2133,PILÕES,PB,1/1/1980,
2135,PILÕEZINHOS,PB,1/1/1980,
