MUNI_CD,MUNI_NM,MUNI_UF_SG,MUNI_DT_CRIACAO,MUNI_DT_EXTINCAO
7591,IBIPORÃ,PR,1/1/1980,
7593,ICARAÍMA,PR,1/1/1980,
7595,IGUARAÇU,PR,1/1/1980,
7597,IMBITUVA,PR,1/1/1980,
7599,INÁCIO MARTINS,PR,1/1/1980,
7601,INAJÁ,PR,1/1/1980,
7603,IPIRANGA,PR,1/1/1980,
7605,IPORÃ,PR,1/1/1980,
7607,IRATI,PR,1/1/1980,
7609,IRETAMA,PR,1/1/1980,
7611,ITAGUAJÉ,PR,1/1/1980,
7613,ITAMBARACÁ,PR,1/1/1980,
7615,ITAMBÉ,PR,1/1/1980,
7617,ITAPEJARA D'OESTE,PR,1/1/1980,
7619,ITAÚNA DO SUL,PR,1/1/1980,
7621,IVAÍ,PR,1/1/1980,
7623,IVAIPORÃ,PR,1/1/1980,
7625,IVATUBA,PR,1/1/1980,
7627,JABOTI,PR,1/1/1980,
7629,JACAREZINHO,PR,1/1/1980,
7631,JAGUAPITÃ,PR,1/1/1980,
7633,JAGUARIAÍVA,PR,1/1/1980,
7635,JANDAIA DO SUL,PR,1/1/1980,
7637,JANIÓPOLIS,PR,1/1/1980,
7639,JAPIRA,PR,1/1/1980,
7641,JAPURÁ,PR,1/1/1980,
7643,JARDIM ALEGRE,PR,1/1/1980,
7645,JARDIM OLINDA,PR,1/1/1980,
7647,JATAIZINHO,PR,1/1/1980,
7649,JOAQUIM TÁVORA,PR,1/1/1980,
7651,JUNDIAÍ DO SUL,PR,1/1/1980,
7653,JUSSARA,PR,1/1/1980,
7655,KALORÉ,PR,1/1/1980,
7657,LAPA,PR,1/1/1980,
7659,LARANJEIRAS DO SUL,PR,1/1/1980,
7661,LEÓPOLIS,PR,1/1/1980,
7663,LOANDA,PR,1/1/1980,
7665,LOBATO,PR,1/1/1980,
7667,LONDRINA,PR,1/1/1980,
7669,LUPIONÓPOLIS,PR,1/1/1980,
7671,MALLET,PR,1/1/1980,
7673,MAMBORÊ,PR,1/1/1980,
7675,MANDAGUAÇU,PR,1/1/1980,
7677,MANDAGUARI,PR,1/1/1980,
7679,MANDIRITUBA,PR,1/1/1980,
7681,MANOEL RIBAS,PR,1/1/1980,
7683,MARECHAL CÂNDIDO RONDON,PR,1/1/1980,
7685,MARIA HELENA,PR,1/1/1980,
7687,MARIALVA,PR,1/1/1980,
7689,MARILUZ,PR,1/1/1980,
7691,MARINGÁ,PR,1/1/1980,
7693,MARIÓPOLIS,PR,1/1/1980,
7695,MARMELEIRO,PR,1/1/1980,
7697,MARUMBI,PR,1/1/1980,
7699,MATELÂNDIA,PR,1/1/1980,
7701,MEDIANEIRA,PR,1/1/1980,
7703,MIRADOR,PR,1/1/1980,
7705,MIRASELVA,PR,1/1/1980,
7707,MOREIRA SALES,PR,1/1/1980,
7709,MORRETES,PR,1/1/1980,
7711,Munhoz de Melo,PR,1/1/1980,
7713,NOSSA SENHORA DAS GRAÇAS,PR,1/1/1980,
7715,NOVA ALIANÇA DO IVAÍ,PR,1/1/1980,
7717,NOVA AMÉRICA DA COLINA,PR,1/1/1980,
7719,NOVA CANTU,PR,1/1/1980,
7721,NOVA ESPERANÇA,PR,1/1/1980,
7723,NOVA FÁTIMA,PR,1/1/1980,
7725,NOVA LONDRINA,PR,1/1/1980,
7727,ORTIGUEIRA,PR,1/1/1980,
7729,OURIZONA,PR,1/1/1980,
7731,PAIÇANDU,PR,1/1/1980,
7733,PALMAS,PR,1/1/1980,
7735,PALMEIRA,PR,1/1/1980,
7737,PALMITAL,PR,1/1/1980,
7739,PALOTINA,PR,1/1/1980,
7741,PARAÍSO DO NORTE,PR,1/1/1980,
7743,PARANACITY,PR,1/1/1980,
7745,PARANAGUÁ,PR,1/1/1980,
7747,PARANAPOEMA,PR,1/1/1980,
7749,PARANAVAÍ,PR,1/1/1980,
7751,PATO BRANCO,PR,1/1/1980,
7753,PAULA FREITAS,PR,1/1/1980,
7755,PAULO FRONTIN,PR,1/1/1980,
7757,PEABIRU,PR,1/1/1980,
7759,PÉROLA D'OESTE,PR,1/1/1980,
7761,PIÊN,PR,1/1/1980,
7763,PINHALÃO,PR,1/1/1980,
7765,PINHÃO,PR,1/1/1980,
7767,PIRAÍ DO SUL,PR,1/1/1980,
7769,PIRAQUARA,PR,1/1/1980,
7771,PITANGA,PR,1/1/1980,
7773,PLANALTINA DO PARANÁ,PR,1/1/1980,
7775,PLANALTO,PR,1/1/1980,
7777,PONTA GROSSA,PR,1/1/1980,
7779,PORECATU,PR,1/1/1980,
7781,PORTO AMAZONAS,PR,1/1/1980,
7783,PORTO RICO,PR,1/1/1980,
7785,PORTO VITÓRIA,PR,1/1/1980,
7787,PRESIDENTE CASTELO BRANCO,PR,1/1/1980,
7789,PRIMEIRO DE MAIO,PR,1/1/1980,
7791,PRUDENTÓPOLIS,PR,1/1/1980,
7793,QUATIGUÁ,PR,1/1/1980,
7795,QUATRO BARRAS,PR,1/1/1980,
7797,QUERÊNCIA DO NORTE,PR,1/1/1980,
7799,QUINTA DO SOL,PR,1/1/1980,
7801,QUITANDINHA,PR,1/1/1980,
7803,RANCHO ALEGRE,PR,1/1/1980,
7805,REALEZA,PR,1/1/1980,
7807,REBOUÇAS,PR,1/1/1980,
7809,RENASCENÇA,PR,1/1/1980,
7811,RESERVA,PR,1/1/1980,
7813,RIBEIRÃO CLARO,PR,1/1/1980,
7815,RIBEIRÃO DO PINHAL,PR,1/1/1980,
7817,RIO AZUL,PR,1/1/1980,
7819,RIO BOM,PR,1/1/1980,
7821,RIO BRANCO DO SUL,PR,1/1/1980,
7823,RIO NEGRO,PR,1/1/1980,
7825,ROLÂNDIA,PR,1/1/1980,
7827,RONCADOR,PR,1/1/1980,
7829,RONDON,PR,1/1/1980,
7831,SABÁUDIA,PR,1/1/1980,
7833,SALGADO FILHO,PR,1/1/1980,
7835,SALTO DO ITARARÉ,PR,1/1/1980,
7837,SALTO DO LONTRA,PR,1/1/1980,
7839,SANTA AMÉLIA,PR,1/1/1980,
7841,SANTA CECÍLIA DO PAVÃO,PR,1/1/1980,
7843,SANTA CRUZ DE MONTE CASTELO,PR,1/1/1980,
7845,SANTA FÉ,PR,1/1/1980,
7847,SANTA INÊS,PR,1/1/1980,
7849,SANTA ISABEL DO IVAÍ,PR,1/1/1980,
7851,SANTA IZABEL DO OESTE,PR,1/1/1980,
7853,SANTA MARIANA,PR,1/1/1980,
7855,SANTANA DO ITARARÉ,PR,1/1/1980,
7857,SANTO ANTÔNIO DO SUDOESTE,PR,1/1/1980,
7859,SANTO ANTÔNIO DA PLATINA,PR,1/1/1980,
7861,SANTO ANTÔNIO DO CAIUÁ,PR,1/1/1980,
7863,SANTO ANTÔNIO DO PARAÍSO,PR,1/1/1980,
7865,SANTO INÁCIO,PR,1/1/1980,
7867,SÃO CARLOS DO IVAÍ,PR,1/1/1980,
7869,SÃO JERÔNIMO DA SERRA,PR,1/1/1980,
7871,SÃO JOÃO,PR,1/1/1980,
7873,SÃO JOÃO DO CAIUÁ,PR,1/1/1980,
7875,SÃO JOÃO DO IVAÍ,PR,1/1/1980,
7877,SÃO JOÃO DO TRIUNFO,PR,1/1/1980,
7879,SÃO JORGE DO IVAÍ,PR,1/1/1980,
7881,SÃO JORGE D'OESTE,PR,1/1/1980,
7883,SÃO JOSÉ DA BOA VISTA,PR,1/1/1980,
7885,SÃO JOSÉ DOS PINHAIS,PR,1/1/1980,
7887,SÃO MATEUS DO SUL,PR,1/1/1980,
7889,SÃO MIGUEL DO IGUAÇU,PR,1/1/1980,
7891,SÃO PEDRO DO IVAÍ,PR,1/1/1980,
7893,SÃO PEDRO DO PARANÁ,PR,1/1/1980,
7895,SÃO SEBASTIÃO DA AMOREIRA,PR,1/1/1980,
7897,SÃO TOMÉ,PR,1/1/1980,
7899,SAPOPEMA,PR,1/1/1980,
7901,SENGÉS,PR,1/1/1980,
7903,SERTANEJA,PR,1/1/1980,
7905,SERTANÓPOLIS,PR,1/1/1980,
7907,SIQUEIRA CAMPOS,PR,1/1/1980,
7909,TAMBOARA,PR,1/1/1980,
7911,TAPEJARA,PR,1/1/1980,
7913,TEIXEIRA SOARES,PR,1/1/1980,
7915,TELÊMACO BORBA,PR,1/1/1980,
7917,TERRA BOA,PR,1/1/1980,
7919,TERRA RICA,PR,1/1/1980,
7921,TERRA ROXA,PR,1/1/1980,
7923,TIBAGI,PR,1/1/1980,
7925,TIJUCAS DO SUL,PR,1/1/1980,
7927,TOLEDO,PR,1/1/1980,
7929,TOMAZINA,PR,1/1/1980,
7931,TUNEIRAS DO OESTE,PR,1/1/1980,
7933,UBIRATÃ,PR,1/1/1980,
7935,UMUARAMA,PR,1/1/1980,
7937,UNIÃO DA VITÓRIA,PR,1/1/1980,
7939,UNIFLOR,PR,1/1/1980,
7941,URAÍ,PR,1/1/1980,
7943,WENCESLAU BRAZ,PR,1/1/1980,
7945,VERÊ,PR,1/1/1980,
7947,VITORINO,PR,1/1/1980,
7949,XAMBRÊ,PR,1/1/1980,
7951,ALTÔNIA,PR,1/1/1980,
7953,ASSIS CHATEAUBRIAND,PR,1/1/1980,
7955,QUEDAS DO IGUAÇU,PR,1/1/1980,
7957,CÉU AZUL,PR,1/1/1980,
7959,GRANDES RIOS,PR,1/1/1980,
7961,INDIANÓPOLIS,PR,1/1/1980,
7963,MATINHOS,PR,1/1/1980,
7965,NOVA AURORA,PR,1/1/1980,
7967,NOVA OLÍMPIA,PR,1/1/1980,
7969,PÉROLA,PR,1/1/1980,
7971,SANTA HELENA,PR,1/1/1980,
7973,TAPIRA,PR,1/1/1980,
7975,MARILENA,PR,1/1/1980,
7977,FRANCISCO ALVES,PR,1/1/1980,
7979,NOVA SANTA ROSA,PR,1/1/1980,
7981,BOA VISTA DA APARECIDA,PR,1/2/1983,
7983,BRAGANEY,PR,1/2/1983,
7985,CAFELÂNDIA,PR,1/2/1983,
7987,TRÊS BARRAS DO PARANÁ,PR,1/2/1983,
7989,VERA CRUZ DO OESTE,PR,1/2/1983,
7991,PRANCHITA,PR,1/2/1983,
7993,TUPÃSSI,PR,1/2/1983,
7995,NOVA PRATA DO IGUAÇU,PR,1/2/1983,
7997,JESUÍTAS,PR,1/2/1983,
7999,SÃO JORGE DO PATROCÍNIO,PR,1/2/1983,
8001,ABELARDO LUZ,SC,1/1/1980,
8003,AGROLÂNDIA,SC,1/1/1980,
8005,AGRONÔMICA,SC,1/1/1980,
8007,ÁGUA DOCE,SC,1/1/1980,
8009,ÁGUAS DE CHAPECÓ,SC,1/1/1980,
8011,ÁGUAS MORNAS,SC,1/1/1980,
8013,ALFREDO WAGNER,SC,1/1/1980,
8015,ANCHIETA,SC,1/1/1980,
8017,ANGELINA,SC,1/1/1980,
8019,ANITA GARIBALDI,SC,1/1/1980,
8021,ANITÁPOLIS,SC,1/1/1980,
8023,ANTÔNIO CARLOS,SC,1/1/1980,
8025,ARAQUARI,SC,1/1/1980,
8027,ARARANGUÁ,SC,1/1/1980,
8029,ARMAZÉM,SC,1/1/1980,
8031,ARROIO TRINTA,SC,1/1/1980,
8033,ASCURRA,SC,1/1/1980,
8035,ATALANTA,SC,1/1/1980,
8037,AURORA,SC,1/1/1980,
8039,BALNEÁRIO CAMBORIÚ,SC,1/1/1980,
8041,BARRA VELHA,SC,1/1/1980,
8043,BENEDITO NOVO,SC,1/1/1980,
8045,BIGUAÇU,SC,1/1/1980,
8047,BLUMENAU,SC,1/1/1980,
8049,BOM RETIRO,SC,1/1/1980,
8051,BOTUVERÁ,SC,1/1/1980,
8053,BRAÇO DO NORTE,SC,1/1/1980,
8055,BRUSQUE,SC,1/1/1980,
8057,CAÇADOR,SC,1/1/1980,
8059,CAIBI,SC,1/1/1980,
8061,CAMBORIÚ,SC,1/1/1980,
8063,CAMPO ALEGRE,SC,1/1/1980,
8065,CAMPO BELO DO SUL,SC,1/1/1980,
8067,CAMPO ERÊ,SC,1/1/1980,
8069,CAMPOS NOVOS,SC,1/1/1980,
8071,CANELINHA,SC,1/1/1980,
8073,CANOINHAS,SC,1/1/1980,
8075,CAPINZAL,SC,1/1/1980,
8077,CATANDUVAS,SC,1/1/1980,
8079,CAXAMBU DO SUL,SC,1/1/1980,
8081,CHAPECÓ,SC,1/1/1980,
8083,CONCÓRDIA,SC,1/1/1980,
8085,CORONEL FREITAS,SC,1/1/1980,
8087,CORUPÁ,SC,1/1/1980,
8089,CRICIÚMA,SC,1/1/1980,
8091,CUNHA PORÃ,SC,1/1/1980,
8093,CURITIBANOS,SC,1/1/1980,
8095,DESCANSO,SC,1/1/1980,
8097,DIONÍSIO CERQUEIRA,SC,1/1/1980,
8099,DONA EMMA,SC,1/1/1980,
8101,ERVAL VELHO,SC,1/1/1980,
8103,FAXINAL DOS GUEDES,SC,1/1/1980,
8105,FLORIANÓPOLIS,SC,1/1/1980,
8107,FRAIBURGO,SC,1/1/1980,
8109,GALVÃO,SC,1/1/1980,
8111,GOVERNADOR CELSO RAMOS,SC,1/1/1980,
8113,GAROPABA,SC,1/1/1980,
8115,GARUVA,SC,1/1/1980,
8117,GASPAR,SC,1/1/1980,
8119,GRÃO PARÁ,SC,1/1/1980,
8121,GRAVATAL,SC,1/1/1980,
8123,GUABIRUBA,SC,1/1/1980,
8125,GUARACIABA,SC,1/1/1980,
8127,GUARAMIRIM,SC,1/1/1980,
8129,GUARUJÁ DO SUL,SC,1/1/1980,
8131,HERVAL D'OESTE,SC,1/1/1980,
8133,IBICARÉ,SC,1/1/1980,
8135,IBIRAMA,SC,1/1/1980,
8137,IÇARA,SC,1/1/1980,
8139,ILHOTA,SC,1/1/1980,
8141,IMARUÍ,SC,1/1/1980,
8143,IMBITUBA,SC,1/1/1980,
8145,IMBUIA,SC,1/1/1980,
8147,INDAIAL,SC,1/1/1980,
8149,IPIRA,SC,1/1/1980,
8151,IPUMIRIM,SC,1/1/1980,
8153,IRANI,SC,1/1/1980,
8155,IRINEÓPOLIS,SC,1/1/1980,
8157,ITÁ,SC,1/1/1980,
8159,ITAIÓPOLIS,SC,1/1/1980,
8161,ITAJAÍ,SC,1/1/1980,
8163,ITAPEMA,SC,1/1/1980,
8165,ITAPIRANGA,SC,1/1/1980,
8167,ITUPORANGA,SC,1/1/1980,
8169,JABORÁ,SC,1/1/1980,
8171,JACINTO MACHADO,SC,1/1/1980,
8173,JAGUARUNA,SC,1/1/1980,
8175,JARAGUÁ DO SUL,SC,1/1/1980,
8177,JOAÇABA,SC,1/1/1980,
8179,JOINVILLE,SC,1/1/1980,
8181,LACERDÓPOLIS,SC,1/1/1980,
8183,LAGES,SC,1/1/1980,
8185,LAGUNA,SC,1/1/1980,
8187,LAURENTINO,SC,1/1/1980,
8189,LAURO MULLER,SC,1/1/1980,
8191,LEBON RÉGIS,SC,1/1/1980,
8193,LEOBERTO LEAL,SC,1/1/1980,
8195,LONTRAS,SC,1/1/1980,
8197,LUIZ ALVES,SC,1/1/1980,
8199,MAFRA,SC,1/1/1980,
8201,MAJOR GERCINO,SC,1/1/1980,
8203,MAJOR VIEIRA,SC,1/1/1980,
8205,MARAVILHA,SC,1/1/1980,
8207,MASSARANDUBA,SC,1/1/1980,
8209,MATOS COSTA,SC,1/1/1980,
8211,MELEIRO,SC,1/1/1980,
8213,MODELO,SC,1/1/1980,
8215,MONDAÍ,SC,1/1/1980,
8217,MONTE CASTELO,SC,1/1/1980,
8219,MORRO DA FUMAÇA,SC,1/1/1980,
8221,NAVEGANTES,SC,1/1/1980,
8223,NOVA ERECHIM,SC,1/1/1980,
8225,NOVA TRENTO,SC,1/1/1980,
8227,NOVA VENEZA,SC,1/1/1980,
8229,ORLEANS,SC,1/1/1980,
8231,OURO,SC,1/1/1980,
8233,PALHOÇA,SC,1/1/1980,
8235,PALMA SOLA,SC,1/1/1980,
8237,PALMITOS,SC,1/1/1980,
8239,PAPANDUVA,SC,1/1/1980,
8241,PAULO LOPES,SC,1/1/1980,
8243,PEDRAS GRANDES,SC,1/1/1980,
8245,PENHA,SC,1/1/1980,
8247,PERITIBA,SC,1/1/1980,
8249,PETROLÂNDIA,SC,1/1/1980,
8251,BALNEÁRIO DE PIÇARRAS,SC,1/1/1980,
8253,PINHALZINHO,SC,1/1/1980,
8255,PINHEIRO PRETO,SC,1/1/1980,
8257,PIRATUBA,SC,1/1/1980,
8259,POMERODE,SC,1/1/1980,
8261,PONTE ALTA,SC,1/1/1980,
8263,PONTE SERRADA,SC,1/1/1980,
8265,PORTO BELO,SC,1/1/1980,
8267,PORTO UNIÃO,SC,1/1/1980,
8269,POUSO REDONDO,SC,1/1/1980,
8271,PRAIA GRANDE,SC,1/1/1980,
8273,PRESIDENTE CASTELLO BRANCO,SC,1/1/1980,
8275,PRESIDENTE GETÚLIO,SC,1/1/1980,
8277,PRESIDENTE NEREU,SC,1/1/1980,
8279,QUILOMBO,SC,1/1/1980,
8281,RANCHO QUEIMADO,SC,1/1/1980,
8283,RIO DAS ANTAS,SC,1/1/1980,
8285,RIO DO CAMPO,SC,1/1/1980,
8287,RIO DO OESTE,SC,1/1/1980,
8289,RIO DOS CEDROS,SC,1/1/1980,
8291,RIO DO SUL,SC,1/1/1980,
8293,RIO FORTUNA,SC,1/1/1980,
8295,RIO NEGRINHO,SC,1/1/1980,
8297,RODEIO,SC,1/1/1980,
8299,ROMELÂNDIA,SC,1/1/1980,
8301,SALETE,SC,1/1/1980,
8303,SALTO VELOSO,SC,1/1/1980,
8305,SANTA CECÍLIA,SC,1/1/1980,
8307,SANTA ROSA DE LIMA,SC,1/1/1980,
8309,SANTO AMARO DA IMPERATRIZ,SC,1/1/1980,
8311,SÃO BENTO DO SUL,SC,1/1/1980,
8313,SÃO BONIFÁCIO,SC,1/1/1980,
8315,SÃO CARLOS,SC,1/1/1980,
8317,SÃO DOMINGOS,SC,1/1/1980,
8319,SÃO FRANCISCO DO SUL,SC,1/1/1980,
8321,SÃO JOÃO BATISTA,SC,1/1/1980,
8323,SÃO JOÃO DO SUL,SC,1/1/1980,
8325,SÃO JOAQUIM,SC,1/1/1980,
8327,SÃO JOSÉ,SC,1/1/1980,
8329,SÃO JOSÉ DO CEDRO,SC,1/1/1980,
8331,SÃO JOSÉ DO CERRITO,SC,1/1/1980,
8333,São Lourenço do Oeste,SC,1/1/1980,
8335,SÃO LUDGERO,SC,1/1/1980,
8337,SÃO MARTINHO,SC,1/1/1980,
8339,SÃO MIGUEL DO OESTE,SC,1/1/1980,
8341,SAUDADES,SC,1/1/1980,
8343,SCHROEDER,SC,1/1/1980,
8345,SEARA,SC,1/1/1980,
8347,SIDERÓPOLIS,SC,1/1/1980,
8349,SOMBRIO,SC,1/1/1980,
8351,TAIÓ,SC,1/1/1980,
8353,TANGARÁ,SC,1/1/1980,
8355,TIJUCAS,SC,1/1/1980,
8357,TIMBÓ,SC,1/1/1980,
8359,TRÊS BARRAS,SC,1/1/1980,
8361,TREZE DE MAIO,SC,1/1/1980,
8363,TREZE TÍLIAS,SC,1/1/1980,
8365,TROMBUDO CENTRAL,SC,1/1/1980,
8367,TUBARÃO,SC,1/1/1980,
8369,TURVO,SC,1/1/1980,
8371,URUBICI,SC,1/1/1980,
8373,URUSSANGA,SC,1/1/1980,
8375,VARGEÃO,SC,1/1/1980,
8377,VIDAL RAMOS,SC,1/1/1980,
8379,VIDEIRA,SC,1/1/1980,
8381,WITMARSUM,SC,1/1/1980,
8383,XANXERÊ,SC,1/1/1980,
8385,XAVANTINA,SC,1/1/1980,
8387,XAXIM,SC,1/1/1980,
8389,BOM JARDIM DA SERRA,SC,1/1/1980,
8391,MARACAJÁ,SC,1/1/1980,
8393,TIMBÉ DO SUL,SC,1/1/1980,
8395,CORREIA PINTO,SC,1/2/1983,
8397,OTACÍLIO COSTA,SC,1/2/1983,
8399,IPÊ,RS,1/1/1989,
8401,IBARAMA,RS,1/1/1989,
8403,HARMONIA,RS,1/1/1989,
8405,GUABIJU,RS,1/1/1989,
8407,GLORINHA,RS,1/1/1989,
8409,FAXINALZINHO,RS,1/1/1989,
8411,FAGUNDES VARELA,RS,1/1/1989,
8413,EUGÊNIO DE CASTRO,RS,1/1/1989,
8415,ERNESTINA,RS,1/1/1989,
8417,EREBANGO,RS,1/1/1989,
8419,ENTRE IJUIS,RS,1/1/1989,
8421,ENTRE RIOS DO SUL,RS,1/1/1989,
8423,ELDORADO DO SUL,RS,1/1/1989,
8425,DOUTOR MAURÍCIO CARDOSO,RS,1/1/1989,
8427,DOIS LAJEADOS,RS,1/1/1989,
8429,DEZESSEIS DE NOVEMBRO,RS,1/1/1989,
8431,CRISTAL,RS,1/1/1989,
8433,CIDREIRA,RS,1/1/1989,
8435,CERRO GRANDE DO SUL,RS,1/1/1989,
8437,CERRO GRANDE,RS,1/1/1989,
8439,CERRO BRANCO,RS,1/1/1989,
8441,CASEIROS,RS,1/1/1989,
8443,CAPELA DE SANTANA,RS,1/1/1989,
8445,CAMPOS BORGES,RS,1/1/1989,
8447,CAMARGO,RS,1/1/1989,
8449,BROCHIER,RS,1/1/1989,
8679,GIRUÁ,RS,1/1/1980,
8681,GRAMADO,RS,1/1/1980,
8683,GRAVATAÍ,RS,1/1/1980,
8685,GUAÍBA,RS,1/1/1980,
8687,GUAPORÉ,RS,1/1/1980,
8689,GUARANI DAS MISSÕES,RS,1/1/1980,
8691,HORIZONTINA,RS,1/1/1980,
8693,CHARQUEADAS,RS,31/1/1983,
8695,HUMAITÁ,RS,1/1/1980,
8697,IBIAÇÁ,RS,1/1/1980,
8699,IBIRAIARAS,RS,1/1/1980,
8701,IBIRUBÁ,RS,1/1/1980,
8703,IGREJINHA,RS,1/1/1980,
8705,IJUÍ,RS,1/1/1980,
8707,ILÓPOLIS,RS,1/1/1980,
8709,INDEPENDÊNCIA,RS,1/1/1980,
8711,IRAÍ,RS,1/1/1980,
8713,ITAQUI,RS,1/1/1980,
8715,ITATIBA DO SUL,RS,1/1/1980,
8717,IVOTI,RS,1/1/1980,
8719,JACUTINGA,RS,1/1/1980,
8721,JAGUARÃO,RS,1/1/1980,
8723,JAGUARI,RS,1/1/1980,
8725,JÚLIO DE CASTILHOS,RS,1/1/1980,
8727,LAGOA VERMELHA,RS,1/1/1980,
8729,LAJEADO,RS,1/1/1980,
8731,LAVRAS DO SUL,RS,1/1/1980,
8733,LIBERATO SALZANO,RS,1/1/1980,
8735,MACHADINHO,RS,1/1/1980,
8737,MARAU,RS,1/1/1980,
8739,MARCELINO RAMOS,RS,1/1/1980,
8741,MARIANO MORO,RS,1/1/1980,
8743,MATA,RS,1/1/1980,
8745,MAXIMILIANO DE ALMEIDA,RS,1/1/1980,
8747,MIRAGUAÍ,RS,1/1/1980,
8749,MONTENEGRO,RS,1/1/1980,
8751,MOSTARDAS,RS,1/1/1980,
8753,MUÇUM,RS,1/1/1980,
8755,NÃO-ME-TOQUE,RS,1/1/1980,
8757,NONOAI,RS,1/1/1980,
8759,NOVA ARAÇÁ,RS,1/1/1980,
8761,NOVA BASSANO,RS,1/1/1980,
8763,NOVA BRÉSCIA,RS,1/1/1980,
8765,NOVA PALMA,RS,1/1/1980,
8767,NOVA PETRÓPOLIS,RS,1/1/1980,
8769,NOVA PRATA,RS,1/1/1980,
8771,NOVO HAMBURGO,RS,1/1/1980,
8773,OSÓRIO,RS,1/1/1980,
8775,PAIM FILHO,RS,1/1/1980,
8777,PALMEIRA DAS MISSÕES,RS,1/1/1980,
8779,PALMITINHO,RS,1/1/1980,
8781,PANAMBI,RS,1/1/1980,
8783,PARAÍ,RS,1/1/1980,
8785,PASSO FUNDO,RS,1/1/1980,
8787,PEDRO OSÓRIO,RS,1/1/1980,
8789,PEJUÇARA,RS,1/1/1980,
8791,PELOTAS,RS,1/1/1980,
8793,PINHEIRO MACHADO,RS,1/1/1980,
8795,PIRATINI,RS,1/1/1980,
8797,PLANALTO,RS,1/1/1980,
8799,PORTÃO,RS,1/1/1980,
8801,PORTO ALEGRE,RS,1/1/1980,
8803,PORTO LUCENA,RS,1/1/1980,
8805,PORTO XAVIER,RS,1/1/1980,
8807,PUTINGA,RS,1/1/1980,
8809,QUARAÍ,RS,1/1/1980,
8811,REDENTORA,RS,1/1/1980,
8813,RESTINGA SECA,RS,1/1/1980,
8815,RIO GRANDE,RS,1/1/1980,
8817,RIO PARDO,RS,1/1/1980,
8819,ROCA SALES,RS,1/1/1980,
8821,RODEIO BONITO,RS,1/1/1980,
8823,ROLANTE,RS,1/1/1980,
8825,RONDA ALTA,RS,1/1/1980,
8827,RONDINHA,RS,1/1/1980,
8829,ROQUE GONZALES,RS,1/1/1980,
8831,ROSÁRIO DO SUL,RS,1/1/1980,
8833,SALVADOR DO SUL,RS,1/1/1980,
8835,SANANDUVA,RS,1/1/1980,
8837,SANTA BÁRBARA DO SUL,RS,1/1/1980,
8839,SANTA CRUZ DO SUL,RS,1/1/1980,
8841,SANTA MARIA,RS,1/1/1980,
8843,SANTANA DA BOA VISTA,RS,1/1/1980,
8845,SANTANA DO LIVRAMENTO,RS,1/1/1980,
8847,SANTA ROSA,RS,1/1/1980,
8849,SANTA VITÓRIA DO PALMAR,RS,1/1/1980,
8851,SANTIAGO,RS,1/1/1980,
8853,SANTO ÂNGELO,RS,1/1/1980,
8855,SANTO ANTÔNIO DA PATRULHA,RS,1/1/1980,
8857,SANTO ANTÔNIO DAS MISSÕES,RS,1/1/1980,
8859,SANTO AUGUSTO,RS,1/1/1980,
8861,SANTO CRISTO,RS,1/1/1980,
8863,SÃO BORJA,RS,1/1/1980,
8865,SÃO FRANCISCO DE ASSIS,RS,1/1/1980,
8867,SÃO FRANCISCO DE PAULA,RS,1/1/1980,
8869,SÃO GABRIEL,RS,1/1/1980,
8871,SÃO JERÔNIMO,RS,1/1/1980,
8873,SÃO JOSÉ DO NORTE,RS,1/1/1980,
8875,SÃO JOSÉ DO OURO,RS,1/1/1980,
8877,SÃO LEOPOLDO,RS,1/1/1980,
8879,SÃO LOURENÇO DO SUL,RS,1/1/1980,
8881,SÃO LUIZ GONZAGA,RS,1/1/1980,
8883,SÃO MARCOS,RS,1/1/1980,
8885,SÃO MARTINHO,RS,1/1/1980,
8887,SÃO NICOLAU,RS,1/1/1980,
8889,SÃO PAULO DAS MISSÕES,RS,1/1/1980,
8891,SÃO PEDRO DO SUL,RS,1/1/1980,
8893,SÃO SEBASTIÃO DO CAÍ,RS,1/1/1980,
8895,SÃO SEPÉ,RS,1/1/1980,
8897,SÃO VALENTIM,RS,1/1/1980,
8899,SAPIRANGA,RS,1/1/1980,
8901,SAPUCAIA DO SUL,RS,1/1/1980,
8903,SARANDI,RS,1/1/1980,
8905,SEBERI,RS,1/1/1980,
8907,SELBACH,RS,1/1/1980,
8909,SERAFINA CORRÊA,RS,1/1/1980,
8911,SERTÃO,RS,1/1/1980,
8913,SEVERIANO DE ALMEIDA,RS,1/1/1980,
8915,CAPÃO DA CANOA,RS,31/1/1983,
8917,SOBRADINHO,RS,1/1/1980,
8919,SOLEDADE,RS,1/1/1980,
8921,TAPEJARA,RS,1/1/1980,
8923,TAPERA,RS,1/1/1980,
8925,TAPES,RS,1/1/1980,
8927,TAQUARA,RS,1/1/1980,
8929,TAQUARI,RS,1/1/1980,
8931,TENENTE PORTELA,RS,1/1/1980,
8933,TORRES,RS,1/1/1980,
8935,TRAMANDAÍ,RS,1/1/1980,
8937,TRÊS COROAS,RS,1/1/1980,
8939,TRÊS DE MAIO,RS,1/1/1980,
8941,TRÊS PASSOS,RS,1/1/1980,
8943,TRIUNFO,RS,1/1/1980,
8945,TUCUNDUVA,RS,1/1/1980,
8947,TUPANCIRETÃ,RS,1/1/1980,
8949,TUPARENDI,RS,1/1/1980,
8951,URUGUAIANA,RS,1/1/1980,
